NO_OF_FRAMES	494
691	6.90000	960.059	1368.529	217.587	1108.352	1363.571	205.442	1102.591	1214.565	212.837	1036.562	1289.378	233.895	955.683	1217.142	222.446
692	6.91000	957.884	1373.463	217.821	1106.041	1368.325	205.535	1100.366	1219.453	212.884	1034.239	1294.349	234.199	953.404	1222.098	222.873
693	6.92000	955.559	1378.299	218.042	1104.036	1373.195	206.095	1098.018	1224.272	213.284	1031.904	1299.068	234.489	951.141	1227.033	223.313
694	6.93000	953.442	1383.105	218.773	1101.809	1377.883	206.386	1095.757	1228.971	213.669	1029.787	1304.004	234.970	948.682	1231.915	223.566
695	6.94000	951.516	1388.100	219.259	1099.891	1382.763	206.970	1093.748	1233.912	214.198	1027.759	1308.889	235.576	946.694	1236.880	224.274
696	6.95000	949.477	1392.919	219.798	1097.737	1387.319	207.554	1091.650	1238.608	214.687	1025.550	1313.560	236.093	944.641	1241.736	224.974
697	6.96000	947.717	1397.849	220.897	1095.963	1392.058	208.330	1089.534	1243.369	215.613	1023.861	1318.506	236.974	942.459	1246.619	225.753
698	6.97000	945.917	1402.751	221.817	1094.182	1396.941	209.297	1087.818	1248.205	216.326	1022.026	1323.341	237.947	940.292	1251.287	227.009
699	6.98000	944.295	1407.724	223.008	1092.230	1401.603	210.246	1085.743	1252.766	217.346	1020.197	1327.935	238.970	938.525	1256.401	227.705
700	6.99000	942.546	1412.462	224.269	1090.642	1406.361	211.308	1084.009	1257.389	218.491	1018.611	1332.828	240.133	936.717	1261.264	228.996
701	7.00000	941.111	1417.385	225.655	1089.070	1411.141	212.608	1082.104	1262.073	219.667	1017.167	1337.807	241.532	935.412	1266.217	230.414
702	7.01000	939.827	1422.303	227.210	1087.780	1415.883	214.195	1080.659	1266.898	221.101	1015.786	1342.627	243.071	933.691	1270.985	231.885
703	7.02000	938.390	1427.084	228.805	1086.324	1420.617	215.681	1079.065	1271.523	222.739	1014.370	1347.417	244.649	932.348	1275.759	233.707
704	7.03000	937.209	1431.792	230.815	1085.177	1425.323	217.525	1077.737	1276.256	224.406	1012.822	1352.063	246.424	931.105	1280.712	235.643
705	7.04000	936.051	1436.697	232.700	1083.815	1430.025	219.219	1076.589	1281.069	226.422	1011.728	1356.947	248.439	930.078	1285.499	237.766
706	7.05000	934.940	1441.541	234.878	1082.848	1434.906	221.422	1075.498	1285.884	228.530	1010.830	1361.742	250.554	928.561	1290.074	239.891
707	7.06000	934.020	1446.372	237.276	1082.116	1439.624	223.744	1074.232	1290.315	230.762	1009.663	1366.339	252.828	927.469	1294.787	242.264
708	7.07000	933.049	1451.066	239.567	1080.985	1444.278	226.088	1073.246	1295.035	233.077	1008.635	1371.074	255.144	926.621	1299.645	244.750
709	7.08000	932.313	1455.904	242.138	1080.423	1448.935	228.720	1072.417	1299.763	235.812	1008.028	1375.865	257.938	925.849	1304.437	247.478
710	7.09000	931.662	1460.647	244.945	1079.713	1453.705	231.554	1071.857	1304.639	238.631	1007.346	1380.690	260.683	925.149	1309.287	250.305
711	7.10000	931.119	1465.398	247.871	1079.129	1458.497	234.412	1071.314	1309.386	241.657	1006.694	1385.383	263.663	924.630	1314.083	253.377
712	7.11000	930.663	1470.142	251.004	1078.734	1463.133	237.437	1070.777	1314.004	244.953	1006.185	1390.189	266.728	924.004	1318.583	256.599
713	7.12000	930.309	1474.916	254.309	1078.282	1467.909	240.575	1070.611	1318.944	248.204	1005.881	1395.017	270.100	923.748	1323.517	259.877
714	7.13000	929.873	1479.722	257.656	1077.765	1472.629	243.902	1070.239	1323.504	251.661	1005.503	1399.525	273.521	923.332	1328.217	263.267
715	7.14000	929.576	1484.274	261.204	1077.497	1477.234	247.371	1069.941	1328.103	255.318	1005.337	1404.404	277.072	923.177	1332.854	266.977
716	7.15000	929.589	1489.066	265.015	1077.356	1481.872	250.924	1069.893	1333.066	259.092	1005.219	1409.089	280.900	923.125	1337.677	270.887
717	7.16000	929.450	1493.663	268.834	1077.457	1486.618	254.971	1069.808	1337.746	262.956	1005.294	1413.833	284.861	923.154	1342.355	274.838
718	7.17000	929.515	1498.343	272.777	1077.346	1491.303	258.812	1070.096	1342.456	267.167	1005.335	1418.479	288.923	923.258	1347.088	279.098
719	7.18000	929.821	1503.164	276.980	1077.564	1495.926	263.124	1069.387	1346.573	271.172	1005.492	1423.180	293.127	923.325	1351.701	283.269
720	7.19000	930.030	1507.849	281.298	1077.997	1500.568	267.562	1069.890	1351.455	275.744	1005.739	1427.824	297.502	923.567	1356.398	287.834
721	7.20000	930.351	1512.514	285.754	1078.332	1505.329	272.061	1070.330	1356.162	280.402	1006.012	1432.510	301.989	923.553	1361.024	292.427
722	7.21000	930.719	1517.181	290.218	1078.664	1509.872	276.718	1070.914	1361.007	285.192	1006.120	1437.135	306.607	923.975	1365.757	297.092
723	7.22000	931.356	1521.890	295.068	1079.200	1514.600	281.454	1071.061	1365.368	289.950	1006.760	1441.907	311.489	924.612	1370.487	301.687
724	7.23000	931.811	1526.493	299.689	1079.752	1519.234	286.362	1071.643	1369.952	295.075	1007.350	1446.547	316.358	925.170	1375.252	306.580
725	7.24000	932.528	1531.318	304.805	1080.582	1523.903	291.477	1072.572	1374.854	300.304	1008.076	1451.330	321.426	925.867	1379.847	311.800
726	7.25000	933.248	1535.866	309.797	1081.413	1528.545	296.787	1073.358	1379.570	305.513	1008.824	1456.149	326.595	926.578	1384.603	316.785
727	7.26000	934.207	1540.630	315.069	1082.192	1533.184	301.875	1074.220	1384.295	310.801	1009.708	1460.802	331.856	927.184	1389.156	322.240
728	7.27000	935.055	1545.197	320.433	1082.835	1537.796	306.958	1075.105	1388.947	316.230	1010.495	1465.466	337.246	928.097	1393.853	327.580
729	7.28000	936.059	1549.941	325.748	1084.056	1542.546	312.676	1075.952	1393.437	321.820	1011.467	1470.068	342.714	929.335	1398.635	333.081
730	7.29000	937.112	1554.644	331.257	1084.999	1547.187	318.063	1077.273	1398.332	327.493	1012.511	1474.773	348.241	930.225	1403.230	338.564
731	7.30000	938.308	1559.379	336.804	1086.291	1551.904	323.946	1077.982	1402.812	332.986	1013.758	1479.596	353.998	931.366	1407.863	344.276
732	7.31000	939.496	1564.089	342.487	1087.445	1556.466	329.532	1079.296	1407.502	338.900	1014.862	1484.165	359.769	932.675	1412.742	349.857
733	7.32000	940.722	1568.680	348.153	1088.652	1561.222	335.416	1080.426	1412.124	344.581	1016.153	1488.962	365.533	934.042	1417.531	355.716
734	7.33000	942.146	1573.587	354.126	1090.051	1565.945	341.294	1081.995	1417.063	350.660	1017.442	1493.651	371.294	935.354	1422.186	361.538
735	7.34000	943.542	1578.275	359.928	1091.525	1570.569	347.377	1083.515	1421.780	356.769	1018.896	1498.284	377.410	936.890	1426.956	367.514
736	7.35000	945.032	1583.012	365.927	1092.995	1575.326	353.325	1084.955	1426.573	362.911	1020.547	1503.130	383.415	938.182	1431.594	373.236
737	7.36000	946.614	1587.667	371.899	1094.648	1580.183	359.505	1086.509	1431.281	368.944	1021.827	1507.908	389.323	939.979	1436.580	379.407
738	7.37000	948.232	1592.519	378.011	1096.286	1584.810	365.688	1088.191	1436.082	375.201	1023.496	1512.607	395.620	941.594	1441.359	385.300
739	7.38000	950.032	1597.327	384.268	1097.887	1589.521	371.827	1089.614	1440.537	381.336	1025.111	1517.283	401.678	943.273	1446.056	391.477
740	7.39000	951.639	1601.870	390.288	1099.689	1594.271	378.123	1090.912	1444.891	387.406	1026.775	1521.942	407.944	945.032	1450.865	397.590
741	7.40000	953.426	1606.735	396.630	1101.391	1599.112	384.565	1093.092	1450.061	393.811	1028.591	1526.703	414.186	946.583	1455.530	403.913
742	7.41000	955.399	1611.591	402.962	1103.377	1603.839	390.934	1094.622	1454.449	400.053	1030.370	1531.480	420.495	948.534	1460.276	410.117
743	7.42000	957.303	1616.323	409.342	1105.126	1608.593	397.291	1096.996	1459.701	406.704	1032.212	1536.097	426.908	950.426	1464.945	416.392
744	7.43000	959.295	1621.185	415.792	1107.212	1613.295	403.847	1099.022	1464.374	413.146	1034.239	1540.896	433.267	952.336	1469.955	422.802
745	7.44000	961.253	1625.873	422.279	1109.221	1618.235	410.463	1101.058	1469.304	419.686	1036.024	1545.467	439.666	954.173	1474.644	429.341
746	7.45000	963.419	1630.656	428.700	1111.734	1623.617	417.343	1102.692	1473.718	425.946	1038.243	1550.507	446.267	956.312	1479.468	435.702
747	7.46000	965.484	1635.504	435.271	1113.807	1628.326	423.992	1104.996	1478.722	432.517	1040.375	1555.165	452.836	958.511	1484.200	442.163
748	7.47000	967.650	1640.273	441.882	1116.010	1633.163	430.588	1107.358	1483.546	439.170	1042.622	1559.954	459.381	960.688	1488.882	448.742
749	7.48000	969.920	1645.059	448.418	1118.249	1637.979	437.368	1109.804	1488.484	445.890	1044.955	1564.733	466.161	962.921	1493.728	455.236
750	7.49000	972.125	1649.722	455.052	1120.639	1642.854	443.940	1112.100	1493.207	452.518	1046.964	1569.605	472.657	965.238	1498.469	461.866
751	7.50000	974.550	1654.649	461.841	1123.046	1647.665	450.733	1114.631	1498.286	459.270	1049.417	1574.561	479.398	967.684	1503.331	468.593
752	7.51000	976.939	1659.404	468.537	1125.307	1652.492	457.493	1117.090	1503.097	466.018	1051.967	1579.458	486.173	969.847	1508.058	475.236
753	7.52000	979.426	1664.333	475.325	1127.949	1657.340	464.328	1119.491	1508.004	472.797	1054.464	1584.173	492.931	972.276	1512.961	481.902
754	7.53000	981.950	1669.236	482.075	1130.252	1662.200	471.038	1122.186	1512.934	479.669	1056.921	1589.030	499.763	974.712	1517.677	488.763
755	7.54000	984.397	1673.854	488.870	1132.627	1666.901	477.749	1124.786	1517.731	486.482	1059.482	1593.897	506.601	977.375	1522.496	495.649
756	7.55000	987.014	1678.715	495.714	1135.326	1671.844	484.686	1127.079	1522.318	493.198	1062.076	1598.658	513.364	980.049	1527.282	502.436
757	7.56000	989.573	1683.589	502.583	1137.931	1676.732	491.656	1129.729	1527.139	500.030	1064.852	1603.528	520.366	982.804	1532.103	509.458
758	7.57000	992.297	1688.451	509.457	1140.816	1681.710	498.501	1132.568	1532.077	506.918	1067.583	1608.514	527.257	985.526	1537.116	516.108
759	7.58000	994.907	1693.049	516.597	1143.621	1686.204	505.493	1135.401	1536.986	513.695	1070.599	1613.711	534.359	988.262	1541.990	523.004
760	7.59000	997.830	1698.052	523.571	1146.356	1691.197	512.554	1137.364	1541.272	519.894	1073.429	1618.439	541.095	991.200	1546.727	529.596
761	7.60000	1000.657	1702.640	530.645	1149.014	1696.059	519.521	1140.257	1546.062	526.176	1076.289	1623.013	547.863	993.549	1551.332	536.113
762	7.61000	1003.430	1707.372	538.033	1152.099	1700.752	526.354	1143.427	1551.148	532.237	1079.093	1627.604	554.147	996.539	1556.188	542.164
763	7.62000	1006.488	1712.133	545.111	1154.910	1705.437	533.185	1146.278	1555.853	537.776	1082.050	1632.113	560.401	999.443	1560.812	547.640
764	7.63000	1009.436	1716.764	552.095	1157.788	1710.358	539.824	1149.415	1560.721	542.869	1085.102	1636.636	566.498	1002.189	1565.258	553.173
765	7.64000	1012.530	1721.379	558.999	1160.895	1715.056	546.301	1151.806	1565.003	547.385	1088.169	1641.013	572.171	1005.432	1569.937	558.070
766	7.65000	1015.545	1725.860	565.730	1163.998	1719.600	552.693	1154.876	1569.748	551.607	1091.214	1645.485	577.537	1008.364	1574.476	562.557
767	7.66000	1018.705	1730.339	571.972	1167.019	1724.032	558.830	1157.702	1574.192	555.266	1094.204	1649.523	582.491	1011.425	1578.897	566.832
768	7.67000	1021.868	1734.660	578.144	1170.132	1728.595	564.458	1161.436	1579.420	559.082	1097.380	1653.652	587.250	1014.523	1583.493	570.565
769	7.68000	1024.966	1738.815	583.970	1173.356	1732.971	569.963	1164.644	1584.030	562.195	1100.304	1657.661	591.645	1017.471	1587.780	573.954
770	7.69000	1028.197	1743.019	589.448	1176.444	1737.186	574.997	1167.768	1588.412	564.756	1103.600	1661.761	595.714	1020.435	1592.031	576.929
771	7.70000	1031.559	1746.992	594.564	1179.699	1741.383	579.726	1171.033	1592.880	567.165	1106.864	1665.506	599.373	1023.654	1596.366	579.570
772	7.71000	1034.777	1750.860	599.264	1182.952	1745.366	584.104	1174.166	1597.199	569.095	1110.206	1669.211	602.726	1027.060	1600.691	581.821
773	7.72000	1038.247	1754.677	603.855	1186.499	1749.399	588.475	1177.430	1601.401	570.651	1113.532	1673.005	605.658	1030.300	1604.834	583.761
774	7.73000	1041.795	1758.437	607.935	1189.740	1753.110	592.111	1180.386	1605.292	571.953	1116.793	1676.520	608.228	1033.555	1608.821	585.267
775	7.74000	1045.185	1762.015	611.536	1193.289	1756.773	595.466	1183.624	1609.183	572.963	1119.972	1680.043	610.343	1037.754	1613.774	586.045
776	7.75000	1048.609	1765.238	614.705	1196.832	1760.205	598.686	1186.887	1613.058	573.540	1123.557	1683.250	612.226	1040.389	1617.529	587.049
777	7.76000	1052.138	1768.534	617.289	1200.332	1763.479	601.262	1190.297	1616.798	574.381	1126.803	1686.508	613.847	1043.825	1621.097	587.759
778	7.77000	1055.706	1771.583	619.787	1203.944	1766.673	603.526	1193.084	1619.877	574.298	1130.292	1689.445	615.098	1047.116	1624.926	588.170
779	7.78000	1059.162	1774.410	621.650	1207.444	1769.596	605.460	1196.730	1623.363	574.493	1133.922	1692.390	616.020	1050.491	1628.001	587.919
780	7.79000	1062.918	1777.322	623.280	1210.804	1772.318	606.735	1200.496	1626.864	574.420	1137.412	1695.185	616.638	1053.975	1631.232	587.942
781	7.80000	1066.490	1779.892	624.415	1214.383	1774.954	607.818	1203.632	1629.519	573.817	1140.916	1697.801	616.951	1057.561	1634.136	587.578
782	7.81000	1070.335	1782.328	625.333	1218.305	1777.512	608.708	1207.007	1632.237	573.142	1144.617	1700.212	616.855	1060.858	1637.068	587.210
783	7.82000	1073.733	1784.365	625.439	1221.846	1779.737	608.915	1210.734	1634.776	572.216	1148.154	1702.516	616.567	1064.613	1639.578	586.435
784	7.83000	1077.711	1786.473	625.795	1225.720	1781.753	608.947	1214.255	1636.996	571.154	1151.895	1704.587	616.111	1068.447	1642.146	585.368
785	7.84000	1081.539	1788.408	625.601	1229.415	1783.658	608.542	1218.383	1639.452	570.106	1155.643	1706.548	615.211	1072.063	1643.935	584.085
786	7.85000	1085.413	1790.096	625.029	1233.388	1785.358	607.976	1222.195	1641.503	568.691	1159.482	1708.048	614.141	1075.836	1646.056	582.594
787	7.86000	1089.355	1791.442	624.155	1237.220	1786.687	606.986	1226.108	1643.066	566.874	1163.423	1709.501	612.903	1079.719	1647.440	581.220
788	7.87000	1093.158	1792.565	623.045	1241.198	1788.015	605.666	1229.738	1644.361	564.912	1167.260	1710.616	611.464	1083.472	1648.990	579.441
789	7.88000	1097.138	1793.551	621.555	1245.104	1788.922	604.252	1233.351	1645.231	562.762	1171.035	1711.630	609.635	1087.550	1650.043	577.611
790	7.89000	1101.256	1794.236	620.125	1249.188	1789.768	602.398	1237.487	1646.178	560.565	1175.082	1712.338	607.633	1091.598	1650.903	575.450
791	7.90000	1105.270	1794.587	618.059	1253.168	1790.164	600.277	1241.632	1646.906	558.130	1179.224	1712.830	605.515	1095.413	1651.482	573.219
792	7.91000	1109.507	1794.987	616.106	1257.331	1790.532	598.103	1245.295	1647.023	555.670	1183.334	1712.996	603.206	1099.375	1651.687	571.200
793	7.92000	1113.535	1794.728	613.683	1261.301	1790.425	595.517	1249.529	1647.093	552.808	1187.567	1713.035	600.657	1103.472	1651.576	568.353
794	7.93000	1117.853	1794.520	611.265	1265.686	1790.205	592.960	1253.430	1646.598	549.802	1191.662	1712.709	597.848	1107.785	1651.669	565.520
795	7.94000	1122.212	1793.951	608.610	1269.976	1789.586	590.169	1257.852	1646.304	546.783	1195.959	1712.100	595.066	1111.901	1651.032	562.736
796	7.95000	1126.549	1793.074	605.857	1274.216	1788.602	587.162	1262.321	1645.607	543.924	1200.192	1711.261	591.869	1116.265	1650.118	559.873
797	7.96000	1130.930	1791.982	602.789	1278.460	1787.500	583.781	1266.753	1644.732	540.719	1204.631	1710.199	588.974	1120.606	1649.205	556.589
798	7.97000	1135.323	1790.658	599.541	1283.068	1786.123	580.537	1270.975	1643.104	537.300	1209.121	1708.711	585.640	1125.020	1647.934	553.178
799	7.98000	1139.746	1788.947	596.228	1287.685	1784.517	577.371	1274.985	1641.169	533.632	1213.505	1707.049	582.196	1129.507	1646.267	549.763
800	7.99000	1144.346	1786.951	592.703	1292.098	1782.558	573.678	1279.801	1639.336	530.190	1218.131	1705.219	578.649	1133.814	1644.127	546.538
801	8.00000	1148.924	1784.690	588.906	1296.685	1780.203	570.004	1284.582	1637.412	526.681	1222.658	1702.915	575.013	1138.342	1641.796	542.851
802	8.01000	1153.570	1782.326	585.230	1301.306	1777.779	566.201	1289.328	1634.872	522.974	1227.448	1700.420	571.272	1143.213	1639.317	539.380
803	8.02000	1158.394	1779.551	581.547	1306.037	1774.974	562.460	1294.067	1632.129	519.076	1232.312	1697.480	567.564	1147.687	1636.423	535.517
804	8.03000	1162.994	1776.349	577.478	1310.911	1771.897	558.580	1298.632	1628.793	515.139	1237.016	1694.589	563.497	1152.482	1633.111	531.456
805	8.04000	1167.860	1773.062	573.415	1315.731	1768.398	554.606	1303.210	1625.291	511.173	1242.013	1691.038	559.491	1156.930	1629.860	527.684
806	8.05000	1172.742	1769.297	569.387	1320.692	1764.825	550.638	1307.742	1621.214	506.856	1246.765	1687.474	555.504	1162.241	1626.803	523.080
807	8.06000	1177.737	1765.366	565.239	1325.586	1760.890	546.388	1313.211	1617.800	503.175	1251.799	1683.536	551.370	1167.227	1622.779	519.204
808	8.07000	1182.957	1761.383	561.285	1330.609	1756.553	542.282	1318.124	1613.324	498.732	1256.596	1679.216	547.072	1172.318	1618.384	514.726
809	8.08000	1187.857	1756.596	556.625	1335.769	1751.996	538.086	1323.343	1608.850	494.692	1261.767	1674.759	542.803	1177.400	1613.786	510.734
810	8.09000	1193.095	1751.892	552.486	1340.695	1747.179	533.664	1328.474	1604.043	490.358	1266.841	1669.802	538.489	1182.606	1608.912	506.560
811	8.10000	1198.279	1746.678	548.232	1346.002	1742.042	529.310	1333.900	1598.937	486.087	1272.096	1664.740	534.206	1187.878	1603.761	502.177
812	8.11000	1203.504	1741.251	543.792	1351.144	1736.813	524.868	1339.205	1593.797	481.763	1277.396	1659.323	529.829	1193.129	1598.235	497.890
813	8.12000	1208.678	1735.375	539.168	1356.508	1731.079	520.215	1344.415	1587.915	477.286	1282.724	1653.708	525.353	1198.417	1592.507	493.525
814	8.13000	1214.139	1729.463	535.011	1361.712	1725.053	515.631	1349.768	1581.995	472.610	1288.108	1647.753	520.959	1203.826	1586.567	488.866
815	8.14000	1219.528	1723.186	530.562	1367.238	1718.839	511.140	1355.064	1575.570	468.109	1293.535	1641.487	516.488	1209.119	1580.020	484.641
816	8.15000	1224.941	1716.559	525.859	1372.734	1712.468	506.719	1360.543	1568.931	463.483	1299.062	1635.012	511.919	1214.646	1573.441	480.062
817	8.16000	1230.514	1709.644	521.310	1378.094	1705.616	501.846	1366.596	1562.641	459.200	1304.321	1627.931	507.284	1220.119	1566.273	475.781
818	8.17000	1235.974	1702.432	516.613	1383.782	1698.558	497.217	1371.848	1555.133	454.373	1310.029	1620.941	502.689	1225.805	1559.036	471.123
819	8.18000	1241.845	1695.129	511.942	1389.476	1691.286	492.462	1377.855	1547.824	450.046	1315.862	1613.700	498.215	1231.458	1551.334	467.141
820	8.19000	1247.477	1687.580	506.901	1395.213	1683.819	487.479	1383.648	1540.172	445.641	1321.678	1606.123	493.504	1237.468	1543.610	462.486
821	8.20000	1253.220	1679.904	501.605	1401.049	1676.031	482.566	1389.463	1532.142	441.522	1327.413	1598.491	489.059	1243.053	1535.684	458.268
822	8.21000	1259.066	1672.278	496.249	1406.803	1668.143	477.180	1395.044	1523.232	437.786	1333.335	1590.466	484.413	1248.949	1527.313	454.209
823	8.22000	1265.039	1664.273	490.424	1412.587	1660.079	471.669	1401.577	1515.076	434.684	1339.144	1582.467	479.879	1254.955	1518.623	450.228
824	8.23000	1270.763	1656.120	484.309	1418.502	1651.686	466.054	1407.481	1505.922	431.193	1345.105	1574.206	475.460	1261.208	1509.991	446.547
825	8.24000	1276.799	1647.944	478.209	1424.538	1643.268	460.484	1413.801	1496.797	428.203	1351.199	1565.884	470.953	1267.480	1501.056	443.207
826	8.25000	1282.682	1639.419	471.621	1430.491	1634.551	454.603	1420.168	1487.738	425.415	1357.121	1557.418	466.415	1273.667	1491.655	439.973
827	8.26000	1288.516	1630.800	465.231	1436.586	1625.706	448.652	1426.424	1478.339	422.438	1363.300	1548.755	462.004	1279.915	1482.404	436.475
828	8.27000	1294.567	1621.956	458.736	1442.615	1616.742	443.149	1432.972	1468.882	419.970	1369.452	1540.010	457.531	1286.171	1473.133	433.070
829	8.28000	1300.690	1612.934	452.203	1448.705	1607.679	437.256	1439.362	1459.186	416.938	1375.701	1531.119	453.084	1292.718	1463.437	430.040
830	8.29000	1307.085	1604.037	446.211	1454.985	1598.230	431.272	1445.745	1449.505	414.143	1381.716	1521.823	448.444	1299.122	1453.906	426.702
831	8.30000	1313.170	1594.552	439.807	1461.405	1588.929	425.596	1452.320	1439.735	411.417	1388.150	1512.704	444.091	1305.610	1444.311	423.547
832	8.31000	1319.457	1585.288	433.747	1467.433	1579.356	419.874	1458.844	1430.177	408.389	1394.486	1503.409	439.651	1312.315	1434.503	420.255
833	8.32000	1325.799	1575.769	427.781	1474.003	1569.747	414.411	1465.364	1420.314	405.193	1400.798	1494.049	435.307	1318.298	1424.818	416.813
834	8.33000	1332.207	1566.253	422.198	1480.173	1559.998	408.865	1471.605	1410.361	402.219	1407.302	1484.736	431.051	1325.007	1415.078	413.486
835	8.34000	1338.552	1556.589	416.519	1486.635	1550.313	403.646	1477.961	1400.384	398.844	1413.703	1475.176	426.639	1331.155	1405.239	410.093
836	8.35000	1345.058	1546.932	411.224	1493.170	1540.700	398.488	1484.578	1390.722	395.606	1420.286	1465.835	422.265	1337.743	1395.615	406.760
837	8.36000	1351.567	1537.341	405.943	1499.624	1531.088	393.235	1491.289	1381.067	392.140	1426.825	1456.267	417.965	1344.486	1385.803	403.164
838	8.37000	1358.102	1527.680	400.831	1506.068	1521.326	388.263	1498.125	1371.528	388.730	1433.461	1446.818	413.727	1351.023	1376.018	399.699
839	8.38000	1364.613	1517.882	395.920	1512.653	1511.600	383.424	1505.000	1362.018	385.387	1440.081	1437.345	409.461	1357.867	1366.384	395.877
840	8.39000	1371.220	1508.290	391.132	1519.177	1501.777	378.716	1511.797	1352.398	381.707	1446.756	1427.885	405.252	1364.283	1356.939	392.221
841	8.40000	1377.835	1498.803	386.459	1525.929	1492.365	373.962	1518.561	1343.010	378.230	1453.509	1418.444	401.116	1371.086	1347.322	388.478
842	8.41000	1384.478	1489.282	381.912	1532.464	1482.852	369.297	1525.395	1333.555	374.426	1460.137	1409.003	396.897	1377.811	1337.606	385.006
843	8.42000	1390.945	1479.709	377.194	1539.133	1473.575	364.848	1532.262	1324.104	370.739	1466.815	1399.665	392.866	1384.640	1328.223	381.090
844	8.43000	1397.659	1470.262	372.775	1545.893	1463.997	360.411	1539.038	1314.786	366.927	1473.554	1390.358	388.729	1391.468	1318.849	377.187
845	8.44000	1404.389	1461.011	368.517	1552.677	1454.750	356.076	1545.794	1305.615	363.074	1480.268	1381.110	384.652	1398.414	1309.685	373.318
846	8.45000	1411.238	1451.651	364.327	1559.401	1445.584	352.001	1552.652	1296.455	359.216	1487.164	1372.130	380.738	1405.239	1300.477	369.578
847	8.46000	1418.038	1442.601	360.158	1566.180	1436.346	347.861	1559.508	1287.537	355.473	1494.001	1363.013	376.763	1412.140	1291.314	365.736
848	8.47000	1424.805	1433.494	356.011	1573.018	1427.319	343.795	1566.586	1278.493	351.793	1500.832	1354.063	372.718	1419.163	1282.407	361.851
849	8.48000	1431.800	1424.633	352.081	1580.023	1418.495	339.789	1573.458	1269.627	348.068	1507.861	1345.239	368.959	1426.116	1273.524	358.092
850	8.49000	1438.593	1415.748	348.170	1586.850	1409.831	335.930	1580.449	1260.818	344.275	1514.792	1336.359	364.989	1433.126	1264.616	354.141
